person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cred_hist_to_age_ratio,debt_burden_index,person_home_ownership,loan_intent,cb_person_default_on_file,loan_status
46,45100,28.0,11000,12.21,0.2439,6,0.2143,0.0298,RENT,DEBTCONSOLIDATION,N,0
45,69100,0.7,5600,8.41,0.081,9,0.3333,0.0068,MORTGAGE,MEDICAL,N,0
43,31100,2.3,17800,19.05,0.5723,4,0.16,0.109,OWN,MEDICAL,Y,1
60,68400,4.4,9900,12.32,0.1447,9,0.2143,0.0178,RENT,EDUCATION,N,0
42,43500,0.1,22000,15.03,0.5057,12,0.5,0.076,RENT,DEBTCONSOLIDATION,N,0
43,77100,8.6,13400,12.61,0.1738,15,0.6,0.0219,RENT,DEBTCONSOLIDATION,N,0
48,48200,2.3,4600,5.54,0.0954,2,0.0667,0.0053,RENT,PERSONAL,N,0
45,84400,4.7,13300,10.49,0.1576,6,0.2222,0.0165,MORTGAGE,DEBTCONSOLIDATION,N,0
39,55800,2.3,2100,9.28,0.0376,3,0.1429,0.0035,MORTGAGE,EDUCATION,N,0
49,54200,2.3,11400,11.94,0.2103,16,0.5161,0.0251,MORTGAGE,VENTURE,N,0
28,26000,1.2,15100,20.0,0.5808,7,0.7,0.1162,MORTGAGE,MEDICAL,Y,1
44,59200,3.0,8400,11.1,0.1419,3,0.1154,0.0158,MORTGAGE,PERSONAL,N,0
62,111100,0.9,16700,9.93,0.1503,5,0.1136,0.0149,RENT,EDUCATION,N,0
69,57200,6.1,14600,13.47,0.2552,5,0.098,0.0344,RENT,DEBTCONSOLIDATION,N,0
46,38700,0.9,25000,19.35,0.646,12,0.4286,0.125,MORTGAGE,HOMEIMPROVEMENT,Y,1
44,33700,3.4,25700,19.62,0.7626,4,0.1538,0.1496,RENT,PERSONAL,N,1
47,75100,2.6,12600,9.81,0.1678,5,0.1724,0.0165,MORTGAGE,MEDICAL,N,1
61,57100,13.1,27800,19.36,0.4869,3,0.0698,0.0943,RENT,EDUCATION,N,1
54,63500,2.1,17400,14.19,0.274,10,0.2778,0.0389,RENT,VENTURE,N,0
40,41000,2.5,13200,10.9,0.322,7,0.3182,0.0351,RENT,MEDICAL,N,0
70,51700,5.8,25300,,0.4894,2,0.0385,0.062,RENT,VENTURE,Y,1
39,24500,13.2,2700,5.42,0.1102,8,0.381,0.006,RENT,VENTURE,N,0
39,48000,6.0,9700,12.6,0.2021,11,0.5238,0.0255,RENT,VENTURE,N,0
44,36500,1.8,10500,,0.2877,6,0.2308,0.0364,RENT,MEDICAL,N,1
39,21100,6.6,27800,19.91,1.3175,6,0.2857,0.2623,MORTGAGE,HOMEIMPROVEMENT,Y,1
35,82500,0.9,18900,17.22,0.2291,6,0.3529,0.0395,RENT,DEBTCONSOLIDATION,N,0
52,36600,0.7,15200,16.97,0.4153,6,0.1765,0.0705,RENT,VENTURE,Y,1
36,53000,2.1,13500,13.21,0.2547,3,0.1667,0.0336,MORTGAGE,PERSONAL,N,0
39,108000,8.8,8500,7.8,0.0787,3,0.1429,0.0061,RENT,VENTURE,N,0
55,56100,4.9,24400,,0.4349,2,0.0541,0.0551,RENT,PERSONAL,Y,0
35,103500,0.1,23700,15.45,0.229,6,0.3529,0.0354,OWN,VENTURE,N,0
38,33300,9.1,5900,11.48,0.1772,7,0.35,0.0203,MORTGAGE,DEBTCONSOLIDATION,N,0
46,54100,8.7,18700,14.25,0.3457,17,0.6071,0.0493,RENT,PERSONAL,N,0
36,37100,3.7,15200,14.17,0.4097,2,0.1111,0.0581,MORTGAGE,VENTURE,N,0
40,46900,22.0,7600,13.92,0.162,7,0.3182,0.0226,RENT,EDUCATION,N,0
47,34700,,13500,14.12,0.389,5,0.1724,0.0549,RENT,PERSONAL,N,0
36,59100,1.2,14400,8.31,0.2437,3,0.1667,0.0203,OWN,MEDICAL,N,0
38,31100,4.2,12700,16.17,0.4084,4,0.2,0.066,RENT,EDUCATION,Y,0
54,33900,2.8,20700,17.23,0.6106,8,0.2222,0.1052,RENT,MEDICAL,N,1
55,22300,15.4,27700,22.34,1.2422,11,0.2973,0.2775,OWN,PERSONAL,N,1
51,44000,2.5,11700,14.63,0.2659,6,0.1818,0.0389,RENT,HOMEIMPROVEMENT,N,0
34,123300,1.0,16300,6.52,0.1322,3,0.1875,0.0086,RENT,EDUCATION,N,0
55,49000,4.2,15700,12.83,0.3204,11,0.2973,0.0411,RENT,EDUCATION,N,0
35,66800,0.1,18100,10.62,0.271,8,0.4706,0.0288,RENT,MEDICAL,N,0
47,89900,0.3,3100,5.47,0.0345,3,0.1034,0.0019,RENT,MEDICAL,N,0
44,32300,2.0,6600,10.84,0.2043,5,0.1923,0.0221,RENT,MEDICAL,N,0
40,54300,2.2,11800,8.24,0.2173,2,0.0909,0.0179,MORTGAGE,HOMEIMPROVEMENT,N,0
41,83400,9.1,13300,11.57,0.1595,9,0.3913,0.0185,MORTGAGE,MEDICAL,Y,0
33,68800,0.1,9500,12.59,0.1381,2,0.1333,0.0174,RENT,VENTURE,N,0
48,178200,,3000,9.22,0.0168,7,0.2333,0.0015,OTHER,VENTURE,Y,0
39,24600,4.7,10200,16.36,0.4146,8,0.381,0.0678,MORTGAGE,DEBTCONSOLIDATION,N,1
47,74700,5.1,10700,14.08,0.1432,4,0.1379,0.0202,OWN,EDUCATION,N,0
62,39800,0.2,8900,15.25,0.2236,6,0.1364,0.0341,RENT,DEBTCONSOLIDATION,Y,1
35,61200,0.6,9400,10.1,0.1536,8,0.4706,0.0155,RENT,DEBTCONSOLIDATION,N,0
55,69500,10.2,17500,10.45,0.2518,4,0.1081,0.0263,OTHER,PERSONAL,N,0
38,48900,4.4,30200,20.1,0.6176,5,0.25,0.1241,RENT,EDUCATION,Y,0
44,46700,8.0,12300,13.3,0.2634,11,0.4231,0.035,MORTGAGE,VENTURE,N,0
32,39400,3.2,25500,16.73,0.6472,3,0.2143,0.1083,RENT,EDUCATION,Y,1
36,21300,6.4,11700,16.53,0.5493,16,0.8889,0.0908,MORTGAGE,VENTURE,N,0
40,12800,5.8,7600,17.62,0.5938,2,0.0909,0.1046,RENT,EDUCATION,N,0
47,50400,6.4,8000,12.27,0.1587,4,0.1379,0.0195,MORTGAGE,EDUCATION,N,0
37,29600,3.2,17100,11.86,0.5777,2,0.1053,0.0685,RENT,PERSONAL,N,0
46,78300,0.8,14900,11.36,0.1903,4,0.1429,0.0216,MORTGAGE,EDUCATION,N,0
63,157600,0.9,19200,8.42,0.1218,8,0.1778,0.0103,MORTGAGE,EDUCATION,N,0
41,60100,1.0,28400,,0.4725,14,0.6087,0.0598,MORTGAGE,EDUCATION,Y,1
54,78200,1.3,6600,6.53,0.0844,8,0.2222,0.0055,MORTGAGE,MEDICAL,N,0
40,26200,1.7,30100,,1.1489,3,0.1364,0.1455,MORTGAGE,EDUCATION,Y,1
41,132200,3.7,27400,,0.2073,15,0.6522,0.0262,MORTGAGE,PERSONAL,N,0
50,68100,11.8,23200,12.04,0.3407,7,0.2188,0.041,RENT,VENTURE,N,0
51,70000,2.7,21000,11.12,0.3,6,0.1818,0.0334,RENT,VENTURE,N,0
41,57300,0.5,3100,10.31,0.0541,8,0.3478,0.0056,RENT,MEDICAL,N,0
34,48000,0.8,11200,11.32,0.2333,5,0.3125,0.0264,MORTGAGE,HOMEIMPROVEMENT,N,0
45,26700,1.1,22200,23.22,0.8315,2,0.0741,0.1931,MORTGAGE,EDUCATION,Y,1
56,34500,0.3,33800,19.78,0.9797,9,0.2368,0.1938,MORTGAGE,EDUCATION,N,1
45,32800,4.1,26200,20.74,0.7988,3,0.1111,0.1657,OWN,VENTURE,N,1
44,95300,1.9,26600,16.66,0.2791,3,0.1154,0.0465,RENT,VENTURE,N,0
39,40600,3.7,9100,11.35,0.2241,4,0.1905,0.0254,MORTGAGE,EDUCATION,N,0
39,28700,4.3,18600,19.48,0.6481,16,0.7619,0.1262,OWN,EDUCATION,N,1
34,61300,0.0,18700,12.83,0.3051,8,0.5,0.0391,RENT,EDUCATION,N,0
51,51300,12.5,19200,12.71,0.3743,16,0.4848,0.0476,RENT,PERSONAL,N,0
53,28900,3.4,10600,18.16,0.3668,2,0.0571,0.0666,RENT,VENTURE,Y,1
47,35800,3.8,21600,17.23,0.6034,4,0.1379,0.104,MORTGAGE,MEDICAL,Y,1
46,115300,6.9,30400,,0.2637,12,0.4286,0.0334,RENT,EDUCATION,N,0
25,45600,,12100,12.51,0.2654,3,0.4286,0.0332,RENT,MEDICAL,N,0
46,53100,1.9,23200,17.99,0.4369,7,0.25,0.0786,OTHER,VENTURE,N,1
45,61000,3.8,19900,14.55,0.3262,2,0.0741,0.0475,MORTGAGE,EDUCATION,N,1
41,26600,0.4,9500,14.7,0.3571,3,0.1304,0.0525,MORTGAGE,PERSONAL,N,1
57,48300,6.9,8600,11.46,0.1781,8,0.2051,0.0204,RENT,DEBTCONSOLIDATION,N,0
55,94800,3.1,16200,8.18,0.1709,9,0.2432,0.014,RENT,HOMEIMPROVEMENT,N,0
44,43700,0.6,14200,18.6,0.3249,8,0.3077,0.0604,MORTGAGE,VENTURE,N,0
42,30000,4.4,8800,13.12,0.2933,9,0.375,0.0385,RENT,PERSONAL,N,1
44,97400,5.5,9200,10.65,0.0945,5,0.1923,0.0101,RENT,MEDICAL,N,0
40,47100,3.5,20600,12.86,0.4374,3,0.1364,0.0562,RENT,MEDICAL,N,0
70,89300,10.7,24800,11.28,0.2777,4,0.0769,0.0313,RENT,PERSONAL,N,0
41,66100,0.3,12300,12.72,0.1861,11,0.4783,0.0237,MORTGAGE,VENTURE,Y,0
48,36300,2.0,18600,14.76,0.5124,6,0.2,0.0756,MORTGAGE,MEDICAL,Y,0
45,102800,1.7,16800,12.62,0.1634,6,0.2222,0.0206,RENT,VENTURE,N,0
33,159300,3.3,7800,9.29,0.049,13,0.8667,0.0046,MORTGAGE,PERSONAL,N,0
37,38400,19.0,13100,15.2,0.3411,2,0.1053,0.0518,MORTGAGE,VENTURE,N,0
41,26000,2.5,16500,17.42,0.6346,4,0.1739,0.1105,OWN,EDUCATION,N,1
44,87800,8.6,10200,10.95,0.1162,3,0.1154,0.0127,OWN,VENTURE,N,0
55,40400,1.2,5800,6.95,0.1436,19,0.5135,0.01,RENT,MEDICAL,N,0
38,37700,3.5,31800,18.82,0.8435,3,0.15,0.1587,OTHER,EDUCATION,Y,1
57,59900,3.6,13100,,0.2187,4,0.1026,0.0277,RENT,DEBTCONSOLIDATION,N,0
35,117100,7.0,10400,10.57,0.0888,3,0.1765,0.0094,MORTGAGE,DEBTCONSOLIDATION,N,0
36,46200,4.3,11100,13.62,0.2403,4,0.2222,0.0327,RENT,DEBTCONSOLIDATION,N,0
40,74000,7.8,8800,9.32,0.1189,7,0.3182,0.0111,MORTGAGE,EDUCATION,N,0
58,62400,2.7,8100,6.04,0.1298,2,0.05,0.0078,RENT,PERSONAL,N,0
36,44400,1.4,20800,16.2,0.4685,8,0.4444,0.0759,MORTGAGE,PERSONAL,Y,0
44,108400,9.1,10700,7.31,0.0987,3,0.1154,0.0072,MORTGAGE,PERSONAL,N,0
41,41700,9.5,9100,9.37,0.2182,14,0.6087,0.0204,RENT,EDUCATION,N,1
47,60900,0.9,11900,,0.1954,7,0.2414,0.0247,MORTGAGE,VENTURE,N,0
42,55100,3.1,14600,14.31,0.265,2,0.0833,0.0379,OWN,PERSONAL,N,0
66,63700,2.3,7100,9.82,0.1115,3,0.0625,0.0109,MORTGAGE,VENTURE,N,0
46,81200,2.6,11700,10.53,0.1441,7,0.25,0.0152,RENT,MEDICAL,N,0
47,109100,,30800,14.05,0.2823,3,0.1034,0.0397,MORTGAGE,EDUCATION,N,0
38,51100,1.7,14700,11.74,0.2877,5,0.25,0.0338,MORTGAGE,MEDICAL,Y,0
38,58900,0.3,12200,12.55,0.2071,9,0.45,0.026,MORTGAGE,VENTURE,N,0
32,18300,14.0,20900,17.8,1.1421,11,0.7857,0.2033,MORTGAGE,EDUCATION,N,0
44,71400,,11500,7.31,0.1611,8,0.3077,0.0118,MORTGAGE,MEDICAL,N,0
45,85200,5.9,14300,12.15,0.1678,9,0.3333,0.0204,MORTGAGE,EDUCATION,N,0
41,41100,12.0,6900,13.43,0.1679,5,0.2174,0.0225,MORTGAGE,EDUCATION,N,0
46,30800,0.6,11800,14.42,0.3831,10,0.3571,0.0552,MORTGAGE,PERSONAL,N,0
58,111900,3.2,10000,,0.0894,3,0.075,0.0113,MORTGAGE,PERSONAL,N,0
57,44300,1.2,23600,,0.5327,3,0.0769,0.0674,MORTGAGE,PERSONAL,Y,1
38,50300,0.7,13500,15.15,0.2684,6,0.3,0.0407,RENT,VENTURE,N,1
55,139800,1.6,7500,10.84,0.0536,2,0.0541,0.0058,MORTGAGE,PERSONAL,N,0
53,57600,1.4,16000,11.53,0.2778,4,0.1143,0.032,RENT,PERSONAL,N,0
37,118900,6.5,17900,7.99,0.1505,6,0.3158,0.012,RENT,MEDICAL,N,0
38,66200,1.5,11800,12.36,0.1782,7,0.35,0.022,MORTGAGE,VENTURE,Y,0
55,77300,16.1,16900,10.39,0.2186,6,0.1622,0.0227,MORTGAGE,HOMEIMPROVEMENT,N,0
42,58900,3.1,19600,14.58,0.3328,5,0.2083,0.0485,RENT,EDUCATION,N,0
37,112100,,11600,8.35,0.1035,2,0.1053,0.0086,RENT,VENTURE,N,0
43,32900,5.5,11300,11.57,0.3435,8,0.32,0.0397,MORTGAGE,MEDICAL,N,0
46,24700,0.9,14900,19.32,0.6032,8,0.2857,0.1165,RENT,EDUCATION,Y,1
31,144200,2.1,15800,12.83,0.1096,6,0.4615,0.0141,MORTGAGE,HOMEIMPROVEMENT,N,0
42,64900,,12900,11.04,0.1988,13,0.5417,0.0219,MORTGAGE,EDUCATION,Y,0
49,32100,3.5,7100,6.99,0.2212,5,0.1613,0.0155,MORTGAGE,VENTURE,N,0
47,30800,6.8,9000,12.88,0.2922,12,0.4138,0.0376,MORTGAGE,EDUCATION,N,0
41,41900,23.0,9900,12.58,0.2363,4,0.1739,0.0297,RENT,MEDICAL,N,0
44,101100,7.3,24800,11.57,0.2453,4,0.1538,0.0284,RENT,VENTURE,N,0
30,33300,2.1,8300,11.77,0.2492,3,0.25,0.0293,MORTGAGE,VENTURE,N,0
39,30600,2.8,8400,10.71,0.2745,21,1.0,0.0294,MORTGAGE,MEDICAL,N,0
44,40400,3.1,31300,20.93,0.7748,8,0.3077,0.1622,RENT,EDUCATION,Y,1
42,33100,6.9,21600,19.48,0.6526,7,0.2917,0.1271,MORTGAGE,VENTURE,N,0
46,41100,1.4,26400,19.54,0.6423,2,0.0714,0.1255,RENT,HOMEIMPROVEMENT,N,1
40,87800,11.7,8800,10.28,0.1002,2,0.0909,0.0103,OWN,EDUCATION,N,0
41,39000,8.5,16100,14.66,0.4128,5,0.2174,0.0605,OTHER,EDUCATION,N,1
65,34100,1.0,25700,19.6,0.7537,4,0.0851,0.1477,RENT,MEDICAL,Y,1
30,26100,0.6,13700,16.74,0.5249,3,0.25,0.0879,MORTGAGE,MEDICAL,Y,0
32,57000,0.3,27400,17.9,0.4807,3,0.2143,0.086,RENT,PERSONAL,N,1
69,101700,2.3,6800,11.25,0.0669,3,0.0588,0.0075,RENT,MEDICAL,N,0
52,34500,5.9,7900,12.27,0.229,4,0.1176,0.0281,OTHER,VENTURE,Y,0
40,34800,1.4,9600,12.63,0.2759,13,0.5909,0.0348,RENT,PERSONAL,N,0
36,23300,0.7,12600,20.4,0.5408,11,0.6111,0.1103,MORTGAGE,PERSONAL,Y,1
61,107700,2.0,7700,9.33,0.0715,6,0.1395,0.0067,RENT,MEDICAL,N,0
70,118700,1.6,30200,14.05,0.2544,7,0.1346,0.0357,RENT,VENTURE,N,0
40,50500,1.3,7000,,0.1386,9,0.4091,0.0175,MORTGAGE,HOMEIMPROVEMENT,N,1
43,32500,3.7,14300,15.81,0.44,8,0.32,0.0696,OTHER,MEDICAL,N,0
37,70000,8.1,13100,12.71,0.1871,3,0.1579,0.0238,RENT,PERSONAL,N,0
48,41500,1.0,22900,17.65,0.5518,4,0.1333,0.0974,MORTGAGE,HOMEIMPROVEMENT,Y,1
46,124000,0.1,16100,10.98,0.1298,9,0.3214,0.0143,OWN,EDUCATION,N,0
47,39100,3.3,29500,20.43,0.7545,15,0.5172,0.1541,OWN,PERSONAL,Y,1
44,37700,1.3,5700,9.04,0.1512,4,0.1538,0.0137,RENT,PERSONAL,N,0
54,25000,7.9,6600,14.92,0.264,2,0.0556,0.0394,MORTGAGE,VENTURE,Y,1
50,35600,12.7,6300,11.66,0.177,5,0.1562,0.0206,MORTGAGE,MEDICAL,N,0
70,119800,4.4,14500,,0.121,5,0.0962,0.0153,RENT,PERSONAL,N,0
37,57200,2.5,7000,9.36,0.1224,2,0.1053,0.0115,RENT,EDUCATION,N,0
45,36200,11.9,17700,15.96,0.489,8,0.2963,0.078,MORTGAGE,PERSONAL,Y,1
39,37400,1.5,15900,14.29,0.4251,3,0.1429,0.0607,RENT,MEDICAL,N,0
32,16600,4.5,8000,19.77,0.4819,7,0.5,0.0953,RENT,VENTURE,N,0
47,42200,1.2,8600,12.15,0.2038,7,0.2414,0.0248,OWN,MEDICAL,N,0
61,40200,2.0,10400,10.57,0.2587,2,0.0465,0.0273,MORTGAGE,EDUCATION,N,0
41,38400,8.9,11400,14.72,0.2969,2,0.087,0.0437,MORTGAGE,VENTURE,N,0
41,27600,10.3,25300,,0.9167,10,0.4348,0.1161,MORTGAGE,MEDICAL,Y,1
62,89300,6.9,28900,17.45,0.3236,15,0.3409,0.0565,RENT,DEBTCONSOLIDATION,N,0
68,40700,0.3,26500,16.9,0.6511,2,0.04,0.11,RENT,MEDICAL,Y,1
35,33900,8.0,9600,12.07,0.2832,7,0.4118,0.0342,RENT,EDUCATION,N,0
44,49100,3.9,6200,8.35,0.1263,14,0.5385,0.0105,RENT,PERSONAL,N,0
55,38400,3.6,10400,11.94,0.2708,8,0.2162,0.0323,RENT,PERSONAL,N,0
52,164400,8.4,20300,13.43,0.1235,2,0.0588,0.0166,OWN,DEBTCONSOLIDATION,N,0
49,32200,3.3,27500,20.29,0.854,3,0.0968,0.1733,RENT,EDUCATION,Y,1
32,68100,1.2,8100,,0.1189,5,0.3571,0.0151,MORTGAGE,EDUCATION,N,0
43,86500,0.7,13000,11.2,0.1503,3,0.12,0.0168,OWN,VENTURE,N,0
31,42900,3.8,24400,,0.5688,4,0.3077,0.072,RENT,MEDICAL,Y,1
34,83400,15.6,15400,11.66,0.1847,5,0.3125,0.0215,RENT,DEBTCONSOLIDATION,N,0
41,89200,,19800,11.49,0.222,7,0.3043,0.0255,RENT,VENTURE,N,0
53,73900,0.2,6100,8.57,0.0825,8,0.2286,0.0071,MORTGAGE,VENTURE,N,0
54,37700,,8600,13.65,0.2281,3,0.0833,0.0311,RENT,VENTURE,N,0
48,54900,0.4,15200,12.75,0.2769,3,0.1,0.0353,MORTGAGE,EDUCATION,Y,1
27,62100,0.5,9500,12.72,0.153,6,0.6667,0.0195,RENT,DEBTCONSOLIDATION,N,0
52,31800,0.4,16400,15.59,0.5157,5,0.1471,0.0804,OTHER,DEBTCONSOLIDATION,Y,1
26,54200,5.4,21900,13.23,0.4041,6,0.75,0.0535,MORTGAGE,EDUCATION,Y,0
26,68700,2.2,13700,11.12,0.1994,8,1.0,0.0222,RENT,MEDICAL,N,0
36,93700,4.1,10200,12.3,0.1089,14,0.7778,0.0134,RENT,MEDICAL,N,0
41,121200,0.3,7700,9.28,0.0635,10,0.4348,0.0059,OWN,VENTURE,N,0
41,38000,2.1,18800,16.27,0.4947,14,0.6087,0.0805,RENT,PERSONAL,N,0
42,30900,18.5,20000,16.83,0.6472,8,0.3333,0.1089,RENT,MEDICAL,Y,1
42,23900,12.2,10000,13.66,0.4184,3,0.125,0.0572,OWN,MEDICAL,N,0
40,25200,9.0,19600,17.1,0.7778,6,0.2727,0.133,MORTGAGE,EDUCATION,Y,1
49,49000,6.7,26100,16.68,0.5327,2,0.0645,0.0889,MORTGAGE,EDUCATION,N,0
41,131600,4.4,2300,9.47,0.0175,7,0.3043,0.0017,MORTGAGE,EDUCATION,N,0
48,105100,3.0,12500,13.08,0.1189,4,0.1333,0.0156,MORTGAGE,MEDICAL,N,0
52,48700,3.5,18300,14.02,0.3758,3,0.0882,0.0527,MORTGAGE,DEBTCONSOLIDATION,N,1
29,21800,4.1,33500,19.0,1.5367,3,0.2727,0.292,MORTGAGE,DEBTCONSOLIDATION,Y,1
37,95700,19.0,14700,8.9,0.1536,10,0.5263,0.0137,OWN,EDUCATION,N,0
47,57500,1.2,11700,11.44,0.2035,5,0.1724,0.0233,RENT,EDUCATION,N,0
43,29500,6.0,8200,11.48,0.278,2,0.08,0.0319,MORTGAGE,PERSONAL,N,0
49,97600,30.5,12300,9.31,0.126,14,0.4516,0.0117,RENT,HOMEIMPROVEMENT,N,0
36,89700,8.6,24400,13.6,0.272,5,0.2778,0.037,RENT,HOMEIMPROVEMENT,N,0
58,107600,1.0,25500,,0.237,4,0.1,0.03,RENT,VENTURE,N,0
53,62400,17.8,18900,9.23,0.3029,2,0.0571,0.028,RENT,EDUCATION,N,0
39,16800,0.7,7000,15.9,0.4167,8,0.381,0.0663,MORTGAGE,DEBTCONSOLIDATION,N,0
27,30300,8.2,6300,9.47,0.2079,6,0.6667,0.0197,RENT,VENTURE,N,0
42,42500,7.0,21700,15.3,0.5106,6,0.25,0.0781,MORTGAGE,DEBTCONSOLIDATION,Y,1
46,59400,6.5,5900,12.66,0.0993,8,0.2857,0.0126,MORTGAGE,EDUCATION,N,0
40,56200,1.0,9300,8.28,0.1655,2,0.0909,0.0137,RENT,EDUCATION,N,0
48,21300,5.5,27100,17.29,1.2723,12,0.4,0.22,MORTGAGE,PERSONAL,N,0
47,83500,10.0,2200,8.75,0.0263,9,0.3103,0.0023,RENT,EDUCATION,N,0
38,88100,3.8,14400,13.42,0.1635,9,0.45,0.0219,MORTGAGE,DEBTCONSOLIDATION,N,0
54,71000,3.0,14800,12.07,0.2085,4,0.1111,0.0252,MORTGAGE,VENTURE,N,0
40,119700,2.3,10400,10.8,0.0869,5,0.2273,0.0094,MORTGAGE,EDUCATION,N,0
46,52500,4.1,13200,12.56,0.2514,3,0.1071,0.0316,RENT,EDUCATION,Y,1
48,23800,7.9,20300,19.31,0.8529,9,0.3,0.1647,RENT,HOMEIMPROVEMENT,Y,1
57,45500,12.3,12300,15.12,0.2703,2,0.0513,0.0409,MORTGAGE,DEBTCONSOLIDATION,N,0
63,49600,13.6,14800,12.87,0.2984,4,0.0889,0.0384,MORTGAGE,VENTURE,N,0
43,45500,16.4,26100,21.0,0.5736,2,0.08,0.1205,RENT,MEDICAL,Y,1
54,111800,3.6,13600,,0.1216,5,0.1389,0.0154,OWN,EDUCATION,N,0
38,104100,6.5,9100,10.19,0.0874,10,0.5,0.0089,RENT,EDUCATION,N,0
51,39000,15.4,10300,12.49,0.2641,6,0.1818,0.033,MORTGAGE,DEBTCONSOLIDATION,N,0
55,82000,1.0,9600,8.39,0.1171,4,0.1081,0.0098,OTHER,PERSONAL,N,0
46,36900,3.1,10600,16.19,0.2873,2,0.0714,0.0465,RENT,PERSONAL,N,1
43,21700,1.4,20000,17.59,0.9217,11,0.44,0.1621,RENT,MEDICAL,N,1
59,85700,5.1,28000,16.26,0.3267,6,0.1463,0.0531,RENT,VENTURE,N,0
36,87800,,9400,8.17,0.1071,4,0.2222,0.0088,RENT,VENTURE,N,0
38,72500,1.3,5800,8.38,0.08,6,0.3,0.0067,MORTGAGE,PERSONAL,N,0
53,54700,6.8,21600,13.87,0.3949,6,0.1714,0.0548,MORTGAGE,MEDICAL,N,0
55,36800,18.2,12300,14.74,0.3342,2,0.0541,0.0493,RENT,VENTURE,N,0
46,64700,0.4,18100,11.93,0.2798,3,0.1071,0.0334,RENT,MEDICAL,N,0
34,64900,6.8,6600,10.5,0.1017,4,0.25,0.0107,MORTGAGE,EDUCATION,N,0
37,27000,5.1,5900,10.5,0.2185,5,0.2632,0.0229,RENT,VENTURE,Y,0
35,49200,4.4,7400,10.81,0.1504,10,0.5882,0.0163,RENT,PERSONAL,N,0
68,45000,16.9,22500,20.56,0.5,5,0.1,0.1028,MORTGAGE,DEBTCONSOLIDATION,N,0
49,119300,9.2,4300,9.99,0.036,4,0.129,0.0036,MORTGAGE,PERSONAL,N,0
43,35700,2.1,21500,19.43,0.6022,8,0.32,0.117,RENT,EDUCATION,Y,0
40,35500,9.0,31700,,0.893,3,0.1364,0.1131,RENT,EDUCATION,Y,0
57,85500,1.5,14300,,0.1673,7,0.1795,0.0212,MORTGAGE,DEBTCONSOLIDATION,N,0
36,86300,8.9,20300,11.49,0.2352,6,0.3333,0.027,RENT,VENTURE,N,0
58,40700,3.5,15300,13.1,0.3759,5,0.125,0.0492,RENT,DEBTCONSOLIDATION,N,1
34,39000,7.0,9700,12.73,0.2487,9,0.5625,0.0317,RENT,HOMEIMPROVEMENT,N,0
51,89800,1.4,3700,10.72,0.0412,6,0.1818,0.0044,MORTGAGE,PERSONAL,N,0
51,182500,0.5,11800,10.35,0.0647,3,0.0909,0.0067,MORTGAGE,EDUCATION,N,0
31,21200,1.4,26800,16.65,1.2642,2,0.1538,0.2105,RENT,DEBTCONSOLIDATION,Y,1
46,71400,0.8,12600,10.84,0.1765,18,0.6429,0.0191,MORTGAGE,EDUCATION,N,0
38,49400,0.2,32300,20.33,0.6538,10,0.5,0.1329,RENT,PERSONAL,N,1
40,80500,0.4,20100,10.15,0.2497,4,0.1818,0.0253,RENT,EDUCATION,N,0
50,30200,2.7,12500,11.97,0.4139,7,0.2188,0.0495,RENT,HOMEIMPROVEMENT,N,0
33,28400,4.4,25600,20.9,0.9014,4,0.2667,0.1884,MORTGAGE,MEDICAL,Y,1
38,54200,4.1,16800,15.16,0.31,4,0.2,0.047,RENT,PERSONAL,N,0
41,67000,1.3,15400,,0.2299,8,0.3478,0.0291,RENT,PERSONAL,N,0
39,26400,2.6,11500,15.29,0.4356,4,0.1905,0.0666,RENT,EDUCATION,N,1
61,61700,11.2,21800,12.63,0.3533,17,0.3953,0.0446,MORTGAGE,EDUCATION,N,0
57,25600,0.0,12200,17.08,0.4766,12,0.3077,0.0814,MORTGAGE,MEDICAL,N,0
42,55100,1.7,17200,10.63,0.3122,3,0.125,0.0332,MORTGAGE,EDUCATION,N,0
55,47800,15.7,30400,18.06,0.636,20,0.5405,0.1149,MORTGAGE,EDUCATION,N,1
32,69400,0.7,10900,,0.1571,4,0.2857,0.0199,RENT,VENTURE,N,0
70,95000,3.3,8000,9.4,0.0842,4,0.0769,0.0079,MORTGAGE,EDUCATION,N,0
37,81300,2.0,21600,15.9,0.2657,4,0.2105,0.0422,RENT,VENTURE,N,0
50,98500,6.1,5300,11.16,0.0538,4,0.125,0.006,MORTGAGE,VENTURE,N,0
38,182400,0.9,8900,9.28,0.0488,5,0.25,0.0045,OTHER,MEDICAL,N,0
48,29700,5.2,14600,16.92,0.4916,12,0.4,0.0832,MORTGAGE,EDUCATION,Y,1
37,33600,8.8,10400,13.43,0.3095,7,0.3684,0.0416,RENT,EDUCATION,Y,0
50,127700,2.4,20500,13.45,0.1605,5,0.1562,0.0216,OWN,EDUCATION,N,0
38,49300,5.1,24600,16.86,0.499,4,0.2,0.0841,RENT,EDUCATION,N,0
36,27000,6.4,19100,18.62,0.7074,7,0.3889,0.1317,MORTGAGE,VENTURE,N,0
38,92300,5.0,11500,6.29,0.1246,4,0.2,0.0078,MORTGAGE,PERSONAL,N,0
45,47500,2.8,4200,10.17,0.0884,10,0.3704,0.009,MORTGAGE,PERSONAL,N,0
