person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
51,82100,RENT,7.4,PERSONAL,15400,12.97,0,0.19,N,7
34,68100,RENT,3.6,EDUCATION,10300,8.92,0,0.15,N,6
43,28700,MORTGAGE,10.9,DEBTCONSOLIDATION,20200,19.71,1,0.7,Y,6
39,67100,OWN,7.6,DEBTCONSOLIDATION,6000,11.23,0,0.09,N,10
46,60000,RENT,0.8,DEBTCONSOLIDATION,5900,5.45,0,0.1,N,5
40,92000,MORTGAGE,0.7,VENTURE,14800,13.2,0,0.16,Y,2
34,51600,RENT,0.1,DEBTCONSOLIDATION,10500,12.44,0,0.2,N,16
33,31700,RENT,2.3,EDUCATION,26800,22.16,1,0.85,Y,5
34,42300,RENT,,VENTURE,8200,11.32,0,0.19,N,13
46,148600,MORTGAGE,3.0,VENTURE,20900,7.48,0,0.14,N,7
46,48200,MORTGAGE,1.4,DEBTCONSOLIDATION,30300,17.93,1,0.63,N,5
40,95600,MORTGAGE,3.4,DEBTCONSOLIDATION,10600,10.79,0,0.11,N,4
48,25500,RENT,,PERSONAL,26500,17.25,1,1.04,Y,4
42,67400,RENT,4.0,EDUCATION,10400,6.97,0,0.15,N,3
47,23300,RENT,17.0,DEBTCONSOLIDATION,15100,20.98,0,0.65,Y,3
43,56300,MORTGAGE,5.1,VENTURE,1300,8.44,0,0.02,N,4
51,36100,RENT,4.2,DEBTCONSOLIDATION,9500,12.56,1,0.26,N,10
37,32600,RENT,7.8,HOMEIMPROVEMENT,4800,8.18,0,0.15,N,5
31,30500,MORTGAGE,0.0,VENTURE,3900,11.86,0,0.13,N,5
42,48200,OWN,1.7,PERSONAL,33000,17.86,1,0.68,Y,3
44,19000,RENT,21.7,HOMEIMPROVEMENT,20600,16.72,1,1.08,Y,8
35,24500,MORTGAGE,7.6,EDUCATION,10800,,0,0.44,N,2
37,57000,RENT,0.5,DEBTCONSOLIDATION,18200,13.67,0,0.32,N,19
49,20700,RENT,2.0,EDUCATION,14600,17.99,1,0.71,N,8
49,23500,MORTGAGE,2.9,EDUCATION,26500,19.14,1,1.13,Y,11
42,144700,RENT,13.6,DEBTCONSOLIDATION,9200,11.13,0,0.06,N,6
32,128600,RENT,4.4,HOMEIMPROVEMENT,14200,7.93,0,0.11,N,6
48,34300,MORTGAGE,0.4,EDUCATION,2300,8.8,0,0.07,N,2
44,64900,MORTGAGE,3.6,DEBTCONSOLIDATION,19500,15.18,0,0.3,N,5
39,34400,MORTGAGE,1.7,PERSONAL,15700,17.97,1,0.46,Y,9
53,35200,RENT,2.1,PERSONAL,16800,16.1,1,0.48,N,2
28,12000,RENT,0.6,VENTURE,19400,18.77,1,1.62,Y,10
43,125600,RENT,3.1,MEDICAL,11600,7.9,0,0.09,N,2
48,73500,RENT,5.5,MEDICAL,7500,12.81,0,0.1,Y,7
34,81500,RENT,7.1,MEDICAL,8100,10.55,0,0.1,N,2
33,72600,MORTGAGE,5.9,HOMEIMPROVEMENT,19600,12.58,0,0.27,N,11
61,48600,RENT,5.4,DEBTCONSOLIDATION,32700,20.61,1,0.67,Y,7
49,41500,RENT,10.2,MEDICAL,12900,11.02,0,0.31,N,2
57,53200,MORTGAGE,,PERSONAL,7800,,0,0.15,N,3
52,121300,MORTGAGE,1.2,PERSONAL,5400,8.07,0,0.04,N,3
46,54900,MORTGAGE,0.5,DEBTCONSOLIDATION,13600,12.34,0,0.25,N,5
63,157600,MORTGAGE,0.9,EDUCATION,19200,8.42,0,0.12,N,8
45,35300,OTHER,0.8,PERSONAL,16200,17.13,0,0.46,N,10
42,23900,OWN,12.2,MEDICAL,10000,13.66,0,0.42,N,3
52,32600,MORTGAGE,1.0,MEDICAL,16100,12.03,1,0.49,N,4
53,49600,MORTGAGE,0.5,PERSONAL,14900,13.19,0,0.3,N,2
47,116300,RENT,2.6,DEBTCONSOLIDATION,8700,9.18,0,0.07,N,8
39,41500,MORTGAGE,0.9,VENTURE,12100,,0,0.29,N,9
52,24300,MORTGAGE,0.7,VENTURE,24500,,1,1.01,N,9
39,54600,RENT,2.3,DEBTCONSOLIDATION,20200,14.28,0,0.37,Y,7
44,106100,RENT,12.6,EDUCATION,27100,12.27,0,0.26,N,9
36,54000,MORTGAGE,,PERSONAL,25200,16.56,0,0.47,N,2
37,60500,OWN,1.2,EDUCATION,9200,11.08,0,0.15,N,8
29,53400,RENT,8.7,MEDICAL,24000,14.76,0,0.45,N,6
42,48300,RENT,1.4,PERSONAL,16600,13.28,0,0.34,N,5
46,202800,MORTGAGE,2.9,MEDICAL,29200,13.65,0,0.14,N,2
62,111600,RENT,0.5,MEDICAL,8300,8.55,0,0.07,N,9
38,151900,MORTGAGE,7.9,VENTURE,10900,12.22,0,0.07,N,9
44,250000,MORTGAGE,6.7,DEBTCONSOLIDATION,12000,8.92,0,0.05,N,3
42,109900,RENT,0.7,MEDICAL,3500,9.5,0,0.03,N,7
47,41800,MORTGAGE,14.8,VENTURE,13600,,0,0.33,N,3
41,88000,RENT,4.5,EDUCATION,28000,15.79,0,0.32,N,2
49,155000,MORTGAGE,8.0,VENTURE,22200,7.68,0,0.14,N,9
36,72700,RENT,7.2,EDUCATION,8400,12.9,0,0.12,N,5
43,44800,RENT,3.7,DEBTCONSOLIDATION,9800,12.11,0,0.22,N,4
46,115300,RENT,6.9,EDUCATION,30400,,0,0.26,N,12
53,26900,MORTGAGE,1.4,DEBTCONSOLIDATION,5000,11.6,0,0.19,Y,9
49,58600,MORTGAGE,0.1,MEDICAL,13000,15.26,0,0.22,N,4
43,82200,MORTGAGE,2.1,DEBTCONSOLIDATION,25000,14.01,0,0.3,N,7
37,51100,MORTGAGE,,MEDICAL,18600,13.72,0,0.36,N,8
64,76400,MORTGAGE,19.8,EDUCATION,31000,15.0,0,0.41,N,8
38,77600,RENT,12.9,VENTURE,30300,15.81,0,0.39,N,6
34,73700,MORTGAGE,0.8,MEDICAL,20200,13.44,0,0.27,N,4
38,48800,RENT,2.1,MEDICAL,13700,11.2,0,0.28,N,9
33,43400,MORTGAGE,3.6,MEDICAL,16800,15.1,0,0.39,N,6
46,50800,MORTGAGE,2.5,MEDICAL,21500,12.92,1,0.42,Y,11
43,25500,MORTGAGE,6.0,VENTURE,10000,13.82,0,0.39,Y,5
41,115500,MORTGAGE,3.5,EDUCATION,13100,9.77,0,0.11,N,10
42,73000,RENT,,MEDICAL,17900,13.22,0,0.25,N,6
39,59400,RENT,5.7,PERSONAL,9600,,0,0.16,N,8
30,37300,MORTGAGE,0.1,PERSONAL,17600,14.11,0,0.47,N,2
52,58200,RENT,0.1,MEDICAL,7300,11.79,0,0.13,N,2
40,57500,RENT,1.0,MEDICAL,12300,9.11,0,0.21,N,3
33,42600,RENT,6.3,VENTURE,6300,9.2,1,0.15,N,6
31,96500,RENT,1.4,HOMEIMPROVEMENT,23200,11.73,1,0.24,Y,4
56,29100,RENT,12.6,VENTURE,10200,16.83,0,0.35,N,2
40,32800,MORTGAGE,0.4,DEBTCONSOLIDATION,26900,20.91,1,0.82,N,2
40,99800,RENT,4.3,DEBTCONSOLIDATION,21300,13.39,0,0.21,N,5
47,123900,RENT,0.1,PERSONAL,10400,10.47,0,0.08,N,9
39,63200,MORTGAGE,17.9,VENTURE,16300,13.58,0,0.26,N,11
33,31500,RENT,1.2,PERSONAL,12800,17.07,1,0.41,Y,6
38,112100,MORTGAGE,4.4,MEDICAL,21900,11.71,0,0.2,N,2
45,60900,RENT,15.3,HOMEIMPROVEMENT,18300,17.49,0,0.3,Y,10
38,58000,RENT,0.2,VENTURE,17500,13.85,0,0.3,N,6
37,126700,RENT,3.6,HOMEIMPROVEMENT,19400,11.22,0,0.15,N,12
35,85700,MORTGAGE,3.7,PERSONAL,12400,,0,0.14,N,10
46,44200,RENT,2.2,EDUCATION,12200,10.49,0,0.28,N,4
45,22800,OWN,5.3,EDUCATION,11100,12.7,1,0.49,N,7
48,45500,MORTGAGE,3.9,MEDICAL,7600,6.23,0,0.17,N,11
41,70300,MORTGAGE,1.4,MEDICAL,11300,10.08,0,0.16,N,7
39,76900,RENT,6.1,EDUCATION,17000,14.82,0,0.22,N,9
37,27600,RENT,3.1,DEBTCONSOLIDATION,10400,17.52,1,0.38,Y,9
40,37900,RENT,3.2,MEDICAL,8300,12.14,0,0.22,Y,13
32,12000,RENT,14.0,DEBTCONSOLIDATION,28900,20.02,1,2.41,Y,4
46,65500,OTHER,3.8,VENTURE,15800,15.02,0,0.24,Y,4
40,21100,RENT,7.7,VENTURE,4000,13.37,0,0.19,N,7
53,42100,RENT,10.1,VENTURE,21100,14.76,0,0.5,N,2
43,33100,MORTGAGE,4.3,HOMEIMPROVEMENT,18000,18.85,1,0.54,Y,8
30,78400,RENT,7.7,MEDICAL,11800,9.07,0,0.15,Y,5
44,66900,RENT,1.9,MEDICAL,18600,12.79,0,0.28,N,6
65,36200,OWN,1.0,VENTURE,26300,18.2,1,0.73,N,4
46,59000,RENT,5.9,MEDICAL,8700,13.75,0,0.15,N,2
50,78600,MORTGAGE,13.0,VENTURE,14600,9.95,0,0.19,N,5
54,64000,RENT,0.2,VENTURE,20800,,0,0.32,N,6
36,12000,MORTGAGE,7.2,PERSONAL,5800,,1,0.48,Y,5
42,192900,RENT,0.1,HOMEIMPROVEMENT,20200,10.2,0,0.1,N,2
37,72800,MORTGAGE,3.1,HOMEIMPROVEMENT,20600,13.09,0,0.28,N,6
49,100500,RENT,5.7,EDUCATION,15100,8.97,0,0.15,N,7
37,36400,RENT,,VENTURE,21200,18.64,1,0.58,Y,2
41,32400,MORTGAGE,1.8,MEDICAL,17900,15.35,1,0.55,N,6
50,40500,RENT,1.0,EDUCATION,10600,13.15,0,0.26,N,12
49,162800,MORTGAGE,19.1,PERSONAL,7300,9.25,0,0.04,N,12
44,45500,MORTGAGE,4.2,HOMEIMPROVEMENT,29200,17.79,1,0.64,Y,7
55,52300,MORTGAGE,0.7,EDUCATION,15600,13.37,0,0.3,N,8
50,150400,RENT,0.2,MEDICAL,19100,10.04,0,0.13,N,3
38,44400,OWN,1.4,DEBTCONSOLIDATION,14900,13.7,0,0.34,N,14
33,54600,MORTGAGE,3.9,MEDICAL,19900,13.96,0,0.36,N,6
36,26100,RENT,,VENTURE,7400,17.7,0,0.28,N,6
50,157900,MORTGAGE,19.8,PERSONAL,8800,7.67,0,0.06,N,6
46,35700,MORTGAGE,,EDUCATION,23600,16.4,1,0.66,Y,10
55,49300,RENT,4.7,VENTURE,4900,8.19,0,0.1,N,13
47,12000,RENT,5.5,EDUCATION,13100,18.91,1,1.09,N,10
50,49300,OWN,3.7,MEDICAL,8200,11.49,0,0.17,N,5
45,51900,RENT,2.9,EDUCATION,15500,11.13,0,0.3,N,5
38,43100,MORTGAGE,7.7,PERSONAL,13300,13.65,0,0.31,N,6
38,20800,RENT,1.0,EDUCATION,19800,18.44,1,0.95,N,5
36,73100,MORTGAGE,2.0,PERSONAL,10300,9.67,0,0.14,N,8
38,19100,RENT,19.2,VENTURE,12400,17.07,1,0.65,Y,3
55,21800,RENT,4.2,PERSONAL,9000,14.37,0,0.41,N,6
49,47000,MORTGAGE,3.5,DEBTCONSOLIDATION,6300,9.27,0,0.13,N,7
41,105500,MORTGAGE,,VENTURE,8900,10.25,0,0.08,N,10
47,52800,MORTGAGE,7.2,PERSONAL,25500,16.09,1,0.48,N,6
46,63800,RENT,2.0,DEBTCONSOLIDATION,13600,16.54,0,0.21,N,3
56,37400,RENT,4.9,PERSONAL,14800,13.55,1,0.4,Y,4
41,37400,RENT,1.0,MEDICAL,19900,18.76,1,0.53,Y,8
45,88000,MORTGAGE,0.3,HOMEIMPROVEMENT,24000,12.52,0,0.27,N,10
50,106700,MORTGAGE,23.0,EDUCATION,3500,10.46,0,0.03,N,7
38,99800,MORTGAGE,6.7,MEDICAL,6800,12.45,0,0.07,N,7
57,76000,MORTGAGE,13.4,DEBTCONSOLIDATION,12500,11.56,0,0.16,N,7
49,64900,RENT,8.9,MEDICAL,8400,9.12,0,0.13,N,8
36,24600,MORTGAGE,2.8,VENTURE,13400,18.33,0,0.54,N,5
62,39600,RENT,9.9,EDUCATION,16500,11.0,1,0.42,Y,7
55,36600,RENT,7.7,DEBTCONSOLIDATION,13800,16.02,0,0.38,N,6
48,56400,RENT,1.5,HOMEIMPROVEMENT,18200,11.37,0,0.32,Y,3
31,83100,MORTGAGE,4.9,HOMEIMPROVEMENT,3300,7.43,0,0.04,N,3
39,45000,RENT,1.8,EDUCATION,14900,12.57,1,0.33,N,5
44,13700,RENT,1.3,EDUCATION,19300,20.64,1,1.41,Y,3
45,108500,RENT,0.4,VENTURE,33300,14.13,0,0.31,N,7
44,33100,RENT,3.9,MEDICAL,6300,10.09,0,0.19,N,3
34,34100,MORTGAGE,2.5,PERSONAL,2800,7.89,0,0.08,N,2
41,77200,MORTGAGE,0.5,DEBTCONSOLIDATION,10000,10.51,0,0.13,N,2
42,40800,MORTGAGE,6.3,EDUCATION,10600,14.95,0,0.26,N,4
30,54900,MORTGAGE,6.4,EDUCATION,22000,13.69,0,0.4,N,9
48,65100,RENT,1.3,HOMEIMPROVEMENT,9300,11.86,0,0.14,N,8
59,58800,MORTGAGE,15.6,VENTURE,9200,10.48,0,0.16,N,2
42,47200,OWN,7.5,EDUCATION,24300,10.75,0,0.51,N,8
48,58000,RENT,8.2,VENTURE,12500,8.23,0,0.22,N,2
36,194600,RENT,0.0,PERSONAL,17600,7.69,0,0.09,N,6
46,110500,RENT,19.2,DEBTCONSOLIDATION,8500,12.19,0,0.08,N,9
46,91900,MORTGAGE,23.2,VENTURE,16200,10.98,0,0.18,N,5
53,70600,MORTGAGE,3.5,PERSONAL,25300,12.15,0,0.36,N,15
55,137400,OTHER,21.0,VENTURE,19600,10.56,0,0.14,N,9
48,92200,MORTGAGE,4.7,VENTURE,7200,11.04,0,0.08,N,3
38,116600,RENT,0.7,HOMEIMPROVEMENT,7000,6.89,0,0.06,N,5
38,118900,MORTGAGE,8.4,HOMEIMPROVEMENT,6300,8.49,0,0.05,N,6
55,82700,OTHER,4.1,PERSONAL,26500,11.71,0,0.32,N,3
32,76300,MORTGAGE,2.1,VENTURE,16400,14.56,0,0.21,N,4
35,47700,RENT,1.3,MEDICAL,3200,12.24,0,0.07,N,7
39,165200,RENT,3.7,MEDICAL,23100,10.87,0,0.14,N,3
47,55100,RENT,5.9,HOMEIMPROVEMENT,10600,9.2,1,0.19,N,2
58,30700,MORTGAGE,10.5,PERSONAL,18100,16.96,1,0.59,Y,7
59,69300,MORTGAGE,4.6,VENTURE,23600,14.29,0,0.34,N,10
29,50800,MORTGAGE,2.7,PERSONAL,20300,11.17,0,0.4,N,5
46,32300,RENT,5.0,EDUCATION,22400,20.76,1,0.69,Y,4
43,33400,OWN,3.4,HOMEIMPROVEMENT,21800,15.39,0,0.65,N,2
37,57400,RENT,5.3,VENTURE,7400,7.56,0,0.13,N,5
28,59300,RENT,4.7,MEDICAL,11700,9.55,0,0.2,N,10
43,25600,RENT,19.2,EDUCATION,26300,16.91,0,1.03,N,13
35,44800,RENT,4.9,PERSONAL,6100,11.67,0,0.14,N,6
47,94000,OWN,5.9,HOMEIMPROVEMENT,30400,13.23,0,0.32,N,3
44,13300,RENT,11.1,VENTURE,8800,20.32,1,0.66,Y,2
31,47400,RENT,12.2,MEDICAL,16600,14.93,0,0.35,N,9
41,55100,OWN,0.8,MEDICAL,10600,14.76,0,0.19,N,4
33,77900,MORTGAGE,3.0,VENTURE,31100,14.17,0,0.4,N,14
45,48300,RENT,14.3,PERSONAL,14500,12.76,0,0.3,N,5
49,43800,RENT,16.1,EDUCATION,7400,12.24,0,0.17,N,2
40,75800,MORTGAGE,1.1,HOMEIMPROVEMENT,23400,10.83,0,0.31,N,2
55,52700,RENT,2.9,MEDICAL,12000,12.81,1,0.23,N,15
45,143200,RENT,1.6,PERSONAL,23600,8.41,0,0.16,N,11
43,76300,RENT,7.8,DEBTCONSOLIDATION,12800,12.34,0,0.17,N,6
43,84800,RENT,9.6,VENTURE,27300,14.34,0,0.32,N,7
41,56500,MORTGAGE,3.2,PERSONAL,4900,8.59,0,0.09,N,11
41,152400,MORTGAGE,5.6,PERSONAL,31200,9.25,0,0.2,N,5
35,39800,MORTGAGE,10.2,MEDICAL,13200,,0,0.33,N,9
57,28800,MORTGAGE,6.2,HOMEIMPROVEMENT,11400,15.82,1,0.4,Y,13
41,51500,MORTGAGE,0.9,VENTURE,4400,8.3,0,0.09,N,6
59,46900,MORTGAGE,6.2,EDUCATION,8900,13.01,0,0.19,N,3
49,50200,MORTGAGE,0.9,HOMEIMPROVEMENT,10300,12.03,0,0.21,N,7
42,160800,MORTGAGE,5.3,PERSONAL,19500,11.33,0,0.12,N,5
44,35100,MORTGAGE,2.0,VENTURE,18600,16.14,1,0.53,N,4
49,52400,MORTGAGE,0.3,DEBTCONSOLIDATION,24900,16.56,1,0.48,Y,7
52,22100,MORTGAGE,1.3,VENTURE,27700,18.88,1,1.25,N,2
43,153500,RENT,3.2,MEDICAL,19500,12.13,1,0.13,N,11
51,15100,MORTGAGE,25.6,EDUCATION,18500,19.24,1,1.23,Y,3
49,58700,OWN,1.5,DEBTCONSOLIDATION,25600,15.27,1,0.44,N,2
49,25900,RENT,19.3,MEDICAL,7000,11.24,0,0.27,N,4
51,25200,MORTGAGE,2.3,VENTURE,5600,9.69,0,0.22,N,5
39,33300,RENT,16.1,VENTURE,18900,20.87,1,0.57,Y,4
56,29500,MORTGAGE,15.6,PERSONAL,10300,16.62,1,0.35,N,5
46,62800,MORTGAGE,0.8,PERSONAL,12400,,0,0.2,N,10
52,26900,MORTGAGE,8.8,MEDICAL,16400,17.99,1,0.61,Y,10
43,96000,RENT,3.6,MEDICAL,28400,11.85,0,0.3,N,3
45,112800,MORTGAGE,5.8,MEDICAL,24400,9.55,0,0.22,N,4
39,134600,RENT,7.5,MEDICAL,19700,10.64,0,0.15,N,10
36,23300,MORTGAGE,0.7,PERSONAL,12600,20.4,1,0.54,Y,11
42,35200,MORTGAGE,8.0,VENTURE,21500,20.12,1,0.61,Y,19
49,41600,MORTGAGE,1.8,EDUCATION,8000,18.72,1,0.19,N,9
39,39700,RENT,6.6,VENTURE,22000,19.2,1,0.55,Y,3
32,84200,MORTGAGE,4.3,HOMEIMPROVEMENT,13500,10.41,0,0.16,N,5
54,64500,MORTGAGE,5.8,EDUCATION,9500,8.78,0,0.15,N,8
35,32500,RENT,4.9,EDUCATION,13200,17.28,0,0.41,N,5
46,46400,RENT,8.3,PERSONAL,21300,15.39,1,0.46,N,2
61,53200,RENT,11.2,HOMEIMPROVEMENT,17600,14.57,0,0.33,N,8
70,49300,OWN,3.0,EDUCATION,7100,9.7,0,0.14,N,7
42,36100,MORTGAGE,2.5,MEDICAL,18500,17.89,1,0.51,N,6
54,29400,MORTGAGE,1.4,EDUCATION,22900,15.69,1,0.78,N,6
46,81900,OWN,8.4,MEDICAL,7400,11.15,0,0.09,N,6
36,28300,RENT,17.1,VENTURE,5100,13.04,0,0.18,N,7
41,80000,MORTGAGE,1.1,VENTURE,4900,8.05,0,0.06,N,8
40,61700,MORTGAGE,3.1,MEDICAL,3500,9.21,0,0.06,N,2
53,33800,OTHER,7.4,EDUCATION,3200,8.63,0,0.09,N,12
60,71700,RENT,5.1,VENTURE,21900,10.33,0,0.31,Y,4
40,36500,RENT,8.4,VENTURE,19800,15.43,1,0.54,N,5
33,73900,RENT,0.1,PERSONAL,27800,13.31,0,0.38,N,4
45,35100,RENT,12.1,DEBTCONSOLIDATION,11100,13.27,0,0.32,N,9
37,57500,MORTGAGE,0.3,PERSONAL,19000,14.07,0,0.33,N,9
35,52700,RENT,2.9,HOMEIMPROVEMENT,12200,13.65,0,0.23,N,14
38,38500,RENT,1.6,EDUCATION,15300,13.86,1,0.4,N,6
38,45600,OWN,13.2,HOMEIMPROVEMENT,12700,11.61,0,0.28,N,2
47,38000,OWN,1.6,EDUCATION,12300,10.7,0,0.32,N,11
49,103200,RENT,2.3,DEBTCONSOLIDATION,9200,10.7,0,0.09,N,9
46,36900,MORTGAGE,11.0,PERSONAL,15800,16.39,0,0.43,Y,4
37,52100,MORTGAGE,3.9,PERSONAL,9400,9.27,0,0.18,N,8
37,17200,RENT,11.4,PERSONAL,7200,15.75,0,0.42,N,9
43,37100,RENT,5.4,PERSONAL,20100,18.69,1,0.54,Y,3
41,76800,RENT,0.4,VENTURE,17300,8.65,0,0.23,N,9
44,70300,RENT,2.9,EDUCATION,10000,11.46,0,0.14,N,5
47,68900,MORTGAGE,1.0,VENTURE,16900,11.04,0,0.25,N,6
43,53300,RENT,0.3,MEDICAL,3700,10.1,0,0.07,N,9
48,62200,MORTGAGE,2.3,MEDICAL,31800,19.73,1,0.51,Y,3
45,119800,MORTGAGE,12.0,VENTURE,7900,6.9,0,0.07,N,11
49,32600,RENT,0.6,DEBTCONSOLIDATION,27800,20.3,1,0.85,N,21
35,106300,RENT,0.0,VENTURE,5300,9.86,0,0.05,N,3
32,33400,RENT,13.7,HOMEIMPROVEMENT,18900,19.9,1,0.57,N,9
37,64000,MORTGAGE,3.8,MEDICAL,8800,8.34,0,0.14,N,6
53,33800,MORTGAGE,4.1,EDUCATION,29500,18.45,1,0.87,Y,5
45,86400,RENT,13.2,MEDICAL,10400,7.71,0,0.12,N,7
39,26700,RENT,6.0,EDUCATION,4300,11.4,0,0.16,N,11
38,31200,MORTGAGE,8.8,PERSONAL,4000,5.42,0,0.13,N,6
49,50900,RENT,7.4,EDUCATION,23700,17.69,1,0.47,N,8
45,35100,MORTGAGE,4.7,VENTURE,5400,12.3,0,0.15,N,11
34,36700,MORTGAGE,5.8,HOMEIMPROVEMENT,22700,17.49,1,0.62,Y,6
34,50800,MORTGAGE,4.1,MEDICAL,7400,9.41,0,0.15,N,7
48,27200,RENT,2.2,MEDICAL,9700,13.91,1,0.36,N,3
39,58100,OWN,1.7,EDUCATION,30900,14.41,0,0.53,N,4
33,66300,RENT,1.0,PERSONAL,19400,12.75,0,0.29,N,12
33,22800,RENT,2.2,MEDICAL,7300,13.28,1,0.32,N,8
47,62000,RENT,4.3,HOMEIMPROVEMENT,9600,8.53,0,0.15,N,10
39,60600,OTHER,4.4,EDUCATION,13500,14.15,0,0.22,N,8
50,68900,RENT,5.8,EDUCATION,24900,,0,0.36,Y,3
44,57700,MORTGAGE,10.6,VENTURE,19000,13.39,1,0.33,N,8
40,65700,RENT,5.3,EDUCATION,18600,16.17,0,0.28,N,5
43,65600,RENT,0.9,MEDICAL,11200,8.08,0,0.17,N,7
62,62000,MORTGAGE,0.1,VENTURE,17500,15.16,0,0.28,N,4
36,66500,MORTGAGE,1.1,MEDICAL,7900,8.91,0,0.12,N,3
54,126500,MORTGAGE,11.9,HOMEIMPROVEMENT,15500,11.33,0,0.12,N,13
49,111300,RENT,4.2,MEDICAL,15300,9.94,0,0.14,N,6
39,50900,MORTGAGE,9.4,EDUCATION,18400,15.21,0,0.36,Y,3
49,38400,RENT,1.3,EDUCATION,9100,11.72,1,0.24,N,11
45,109000,RENT,6.2,MEDICAL,6600,8.68,0,0.06,N,7
43,190700,RENT,6.6,DEBTCONSOLIDATION,29600,11.75,0,0.16,N,6
41,53300,RENT,8.3,MEDICAL,7500,10.31,0,0.14,N,5
52,71300,MORTGAGE,3.8,VENTURE,10800,10.73,0,0.15,N,6
44,45300,MORTGAGE,7.9,HOMEIMPROVEMENT,24300,17.46,0,0.54,N,2
37,72600,OTHER,13.7,MEDICAL,16100,9.69,0,0.22,N,2
43,18200,MORTGAGE,15.8,VENTURE,8700,14.94,0,0.48,Y,11
33,40600,RENT,0.7,VENTURE,13600,12.63,0,0.33,N,3
39,80700,MORTGAGE,4.9,VENTURE,23100,15.84,0,0.29,N,3
48,33500,RENT,0.6,HOMEIMPROVEMENT,31900,19.1,1,0.95,N,7
36,73500,MORTGAGE,12.8,PERSONAL,17200,10.3,0,0.23,N,6
68,72100,RENT,15.5,EDUCATION,9300,11.66,0,0.13,N,2
30,74500,RENT,3.5,EDUCATION,22100,11.56,0,0.3,N,2
41,41000,MORTGAGE,16.1,EDUCATION,22000,13.71,0,0.54,N,4
49,82500,MORTGAGE,7.3,MEDICAL,25100,13.17,1,0.3,N,3
33,149700,RENT,6.0,MEDICAL,7100,7.55,0,0.05,N,5
49,41400,MORTGAGE,4.3,DEBTCONSOLIDATION,11300,12.01,0,0.27,N,7
49,37500,OWN,2.6,PERSONAL,9000,13.66,0,0.24,N,9
41,49300,RENT,16.6,HOMEIMPROVEMENT,8700,12.48,0,0.18,N,5
37,63000,MORTGAGE,1.1,DEBTCONSOLIDATION,11300,12.24,0,0.18,N,13
44,30700,RENT,8.1,DEBTCONSOLIDATION,4600,8.44,0,0.15,N,9
48,42200,MORTGAGE,2.3,EDUCATION,23400,16.44,1,0.55,Y,5
37,120700,MORTGAGE,7.0,PERSONAL,23600,11.87,0,0.2,N,10
42,101200,RENT,0.9,EDUCATION,27900,13.09,1,0.28,Y,5
34,31400,RENT,2.3,PERSONAL,5400,11.7,0,0.17,N,2
51,151200,MORTGAGE,14.6,DEBTCONSOLIDATION,15500,10.34,0,0.1,N,4
60,42800,MORTGAGE,4.1,MEDICAL,2300,7.21,0,0.05,N,4
40,65200,RENT,3.4,EDUCATION,16000,12.56,1,0.25,N,5
38,55400,RENT,,EDUCATION,6100,9.93,0,0.11,N,3
53,89800,MORTGAGE,2.7,DEBTCONSOLIDATION,11700,11.12,0,0.13,N,7
53,28900,RENT,3.4,VENTURE,10600,18.16,1,0.37,Y,2
50,40500,RENT,4.1,VENTURE,10700,13.01,0,0.26,N,7
35,32700,RENT,17.0,VENTURE,8200,11.27,0,0.25,N,5
27,30300,RENT,8.2,VENTURE,6300,9.47,0,0.21,N,6
42,36000,MORTGAGE,0.2,DEBTCONSOLIDATION,3100,9.81,0,0.09,N,2
47,34200,MORTGAGE,7.7,VENTURE,20200,15.8,0,0.59,Y,12
40,77100,RENT,3.5,VENTURE,26400,,0,0.34,N,13
53,43800,RENT,1.3,HOMEIMPROVEMENT,25400,16.25,1,0.58,Y,2
38,47100,RENT,9.6,VENTURE,17000,15.71,0,0.36,N,2
32,19700,MORTGAGE,1.6,EDUCATION,6700,,1,0.34,N,2
40,93300,MORTGAGE,1.9,VENTURE,15500,14.39,0,0.17,N,9
46,21100,MORTGAGE,0.3,PERSONAL,6200,12.58,0,0.29,Y,2
36,57100,RENT,18.0,EDUCATION,14200,14.98,0,0.25,N,9
45,112500,RENT,7.9,EDUCATION,23800,8.86,0,0.21,Y,3
42,126200,RENT,0.8,EDUCATION,8400,7.65,0,0.07,N,5
60,25300,MORTGAGE,3.4,PERSONAL,27300,18.91,1,1.08,N,15
51,49100,RENT,2.1,EDUCATION,11700,13.58,0,0.24,N,7
70,82700,MORTGAGE,0.2,DEBTCONSOLIDATION,8700,15.3,0,0.11,Y,9
34,43400,RENT,13.1,VENTURE,14000,10.35,0,0.32,N,14
55,98200,RENT,9.1,HOMEIMPROVEMENT,24200,16.61,0,0.25,N,4
30,17700,OWN,12.0,MEDICAL,9600,18.26,1,0.54,N,7
52,58900,RENT,1.4,HOMEIMPROVEMENT,7800,10.09,0,0.13,N,3
32,69300,RENT,6.0,HOMEIMPROVEMENT,17200,11.73,0,0.25,N,6
49,28800,RENT,0.6,EDUCATION,18500,17.31,1,0.64,N,11
45,84200,RENT,2.8,EDUCATION,5400,7.81,0,0.06,N,6
46,30800,MORTGAGE,9.4,MEDICAL,9300,12.09,0,0.3,N,12
30,132300,OWN,0.0,MEDICAL,6700,6.47,0,0.05,N,12
